[2018-10-01 11:26:48] 
[2018-10-01 17:10:06] 
arich[0].temp : float(32)
arich[0].feb[0].t1 : float(31.75)
arich[0].feb[0].t2 : float(32)
arich[0].feb[1].t1 : float(32.5625)
arich[0].feb[1].t2 : float(32.3125)
arich[0].feb[2].t1 : float(31.75)
arich[0].feb[2].t2 : float(31.5)
arich[0].feb[3].t1 : float(32.8125)
arich[0].feb[3].t2 : float(32.6875)
arich[0].feb[4].t1 : float(32.8125)
arich[0].feb[4].t2 : float(33)
arich[0].feb[5].t1 : float(31.8125)
arich[0].feb[5].t2 : float(31.5625)
arich[1].temp : float(31.5)
arich[1].feb[0].t1 : float(31.875)
arich[1].feb[0].t2 : float(32)
arich[1].feb[1].t1 : float(31.1875)
arich[1].feb[1].t2 : float(31.1875)
arich[1].feb[2].t1 : float(32.1875)
arich[1].feb[2].t2 : float(32)
arich[1].feb[3].t1 : float(31.1875)
arich[1].feb[3].t2 : float(31.0625)
arich[1].feb[4].t1 : float(32.25)
arich[1].feb[4].t2 : float(32)
arich[1].feb[5].t1 : float(32.6875)
arich[1].feb[5].t2 : float(32.75)
arich[2].temp : float(33.5)
arich[2].feb[0].t1 : float(32.25)
arich[2].feb[0].t2 : float(32.5)
arich[2].feb[1].t1 : float(32.4375)
arich[2].feb[1].t2 : float(32.375)
arich[2].feb[2].t1 : float(32)
arich[2].feb[2].t2 : float(32)
arich[2].feb[3].t1 : float(32.1875)
arich[2].feb[3].t2 : float(32.25)
arich[2].feb[4].t1 : float(32.5625)
arich[2].feb[4].t2 : float(32.4375)
arich[2].feb[5].t1 : float(32.9375)
arich[2].feb[5].t2 : float(32.9375)
arich[3].temp : float(31.5)
arich[3].feb[0].t1 : float(30.375)
arich[3].feb[0].t2 : float(30.75)
arich[3].feb[1].t1 : float(32.3125)
arich[3].feb[1].t2 : float(32.375)
arich[3].feb[2].t1 : float(32.4375)
arich[3].feb[2].t2 : float(32.25)
arich[3].feb[3].t1 : float(31.3125)
arich[3].feb[3].t2 : float(31.5625)
arich[3].feb[4].t1 : float(32.75)
arich[3].feb[4].t2 : float(32.5625)
arich[3].feb[5].t1 : float(32.5625)
arich[3].feb[5].t2 : float(32.625)
[2018-10-01 17:34:19] 
arich[0].temp : float(32.1875)
arich[0].feb[0].t1 : float(31.8125)
arich[0].feb[0].t2 : float(32)
arich[0].feb[1].t1 : float(32.5625)
arich[0].feb[1].t2 : float(32.3125)
arich[0].feb[2].t1 : float(31.75)
arich[0].feb[2].t2 : float(31.5)
arich[0].feb[3].t1 : float(32.8125)
arich[0].feb[3].t2 : float(32.6875)
arich[0].feb[4].t1 : float(32.8125)
arich[0].feb[4].t2 : float(33)
arich[0].feb[5].t1 : float(31.875)
arich[0].feb[5].t2 : float(31.5625)
arich[1].temp : float(31.6875)
arich[1].feb[0].t1 : float(31.9375)
arich[1].feb[0].t2 : float(32.0625)
arich[1].feb[1].t1 : float(31.25)
arich[1].feb[1].t2 : float(31.25)
arich[1].feb[2].t1 : float(32.1875)
arich[1].feb[2].t2 : float(32.0625)
arich[1].feb[3].t1 : float(31.1875)
arich[1].feb[3].t2 : float(31.0625)
arich[1].feb[4].t1 : float(32.25)
arich[1].feb[4].t2 : float(32)
arich[1].feb[5].t1 : float(32.75)
arich[1].feb[5].t2 : float(32.8125)
arich[2].temp : float(33.625)
arich[2].feb[0].t1 : float(32.3125)
arich[2].feb[0].t2 : float(32.5)
arich[2].feb[1].t1 : float(32.4375)
arich[2].feb[1].t2 : float(32.375)
arich[2].feb[2].t1 : float(32)
arich[2].feb[2].t2 : float(32.0625)
arich[2].feb[3].t1 : float(32.1875)
arich[2].feb[3].t2 : float(32.25)
arich[2].feb[4].t1 : float(32.5625)
arich[2].feb[4].t2 : float(32.4375)
arich[2].feb[5].t1 : float(32.9375)
arich[2].feb[5].t2 : float(32.9375)
arich[3].temp : float(31.625)
arich[3].feb[0].t1 : float(30.375)
arich[3].feb[0].t2 : float(30.75)
arich[3].feb[1].t1 : float(32.3125)
arich[3].feb[1].t2 : float(32.4375)
arich[3].feb[2].t1 : float(32.4375)
arich[3].feb[2].t2 : float(32.25)
arich[3].feb[3].t1 : float(31.375)
arich[3].feb[3].t2 : float(31.625)
arich[3].feb[4].t1 : float(32.75)
arich[3].feb[4].t2 : float(32.5625)
arich[3].feb[5].t1 : float(32.5625)
arich[3].feb[5].t2 : float(32.625)
[2018-10-01 17:35:18] 
arich[0].temp : float(32.0625)
arich[0].feb[0].t1 : float(31.75)
arich[0].feb[0].t2 : float(32)
arich[0].feb[1].t1 : float(32.5625)
arich[0].feb[1].t2 : float(32.3125)
arich[0].feb[2].t1 : float(31.75)
arich[0].feb[2].t2 : float(31.5)
arich[0].feb[3].t1 : float(32.8125)
arich[0].feb[3].t2 : float(32.6875)
arich[0].feb[4].t1 : float(32.8125)
arich[0].feb[4].t2 : float(33)
arich[0].feb[5].t1 : float(31.875)
arich[0].feb[5].t2 : float(31.5625)
arich[1].temp : float(31.5625)
arich[1].feb[0].t1 : float(31.875)
arich[1].feb[0].t2 : float(32)
arich[1].feb[1].t1 : float(31.25)
arich[1].feb[1].t2 : float(31.25)
arich[1].feb[2].t1 : float(32.1875)
arich[1].feb[2].t2 : float(32)
arich[1].feb[3].t1 : float(31.1875)
arich[1].feb[3].t2 : float(31.0625)
arich[1].feb[4].t1 : float(32.25)
arich[1].feb[4].t2 : float(32)
arich[1].feb[5].t1 : float(32.75)
arich[1].feb[5].t2 : float(32.8125)
arich[2].temp : float(33.5)
arich[2].feb[0].t1 : float(32.3125)
arich[2].feb[0].t2 : float(32.5)
arich[2].feb[1].t1 : float(32.4375)
arich[2].feb[1].t2 : float(32.375)
arich[2].feb[2].t1 : float(32)
arich[2].feb[2].t2 : float(32)
arich[2].feb[3].t1 : float(32.1875)
arich[2].feb[3].t2 : float(32.25)
arich[2].feb[4].t1 : float(32.5625)
arich[2].feb[4].t2 : float(32.4375)
arich[2].feb[5].t1 : float(32.9375)
arich[2].feb[5].t2 : float(32.9375)
arich[3].temp : float(31.5)
arich[3].feb[0].t1 : float(30.375)
arich[3].feb[0].t2 : float(30.75)
arich[3].feb[1].t1 : float(32.3125)
arich[3].feb[1].t2 : float(32.4375)
arich[3].feb[2].t1 : float(32.4375)
arich[3].feb[2].t2 : float(32.25)
arich[3].feb[3].t1 : float(31.3125)
arich[3].feb[3].t2 : float(31.5625)
arich[3].feb[4].t1 : float(32.75)
arich[3].feb[4].t2 : float(32.5625)
arich[3].feb[5].t1 : float(32.5625)
arich[3].feb[5].t2 : float(32.625)
[2018-10-01 17:50:12] 
arich[0].temp : float(32)
arich[0].feb[0].t1 : float(31.8125)
arich[0].feb[0].t2 : float(32.0625)
arich[0].feb[1].t1 : float(32.625)
arich[0].feb[1].t2 : float(32.3125)
arich[0].feb[2].t1 : float(31.75)
arich[0].feb[2].t2 : float(31.5)
arich[0].feb[3].t1 : float(32.8125)
arich[0].feb[3].t2 : float(32.6875)
arich[0].feb[4].t1 : float(32.8125)
arich[0].feb[4].t2 : float(33)
arich[0].feb[5].t1 : float(31.875)
arich[0].feb[5].t2 : float(31.5625)
arich[1].temp : float(31.5)
arich[1].feb[0].t1 : float(31.875)
arich[1].feb[0].t2 : float(32)
arich[1].feb[1].t1 : float(31.3125)
arich[1].feb[1].t2 : float(31.3125)
arich[1].feb[2].t1 : float(32.25)
arich[1].feb[2].t2 : float(32.0625)
arich[1].feb[3].t1 : float(31.1875)
arich[1].feb[3].t2 : float(31.0625)
arich[1].feb[4].t1 : float(32.25)
arich[1].feb[4].t2 : float(32)
arich[1].feb[5].t1 : float(32.75)
arich[1].feb[5].t2 : float(32.8125)
arich[2].temp : float(33.5625)
arich[2].feb[0].t1 : float(32.375)
arich[2].feb[0].t2 : float(32.625)
arich[2].feb[1].t1 : float(32.5)
arich[2].feb[1].t2 : float(32.375)
arich[2].feb[2].t1 : float(32.0625)
arich[2].feb[2].t2 : float(32.0625)
arich[2].feb[3].t1 : float(32.1875)
arich[2].feb[3].t2 : float(32.3125)
arich[2].feb[4].t1 : float(32.5625)
arich[2].feb[4].t2 : float(32.5)
arich[2].feb[5].t1 : float(33)
arich[2].feb[5].t2 : float(33)
arich[3].temp : float(31.5)
arich[3].feb[0].t1 : float(30.375)
arich[3].feb[0].t2 : float(30.8125)
arich[3].feb[1].t1 : float(32.3125)
arich[3].feb[1].t2 : float(32.4375)
arich[3].feb[2].t1 : float(32.4375)
arich[3].feb[2].t2 : float(32.25)
arich[3].feb[3].t1 : float(31.375)
arich[3].feb[3].t2 : float(31.625)
arich[3].feb[4].t1 : float(32.75)
arich[3].feb[4].t2 : float(32.5625)
arich[3].feb[5].t1 : float(32.5625)
arich[3].feb[5].t2 : float(32.625)
